STATE/UT,DISTRICT,YEAR,MURDER,RAPE,K&A,ROBBERY,BURGLARY,THEFT,DD,IMG,sum_of_crime_numbers
TAMIL NADU,DINDIGUL,2006,40,11,40,14,76,378,4,0,563
TAMIL NADU,ERODE,2006,43,13,20,8,87,520,7,0,698
TAMIL NADU,KANCHIPURAM,2006,35,12,16,24,109,370,12,0,578
TAMIL NADU,KANYAKUMARI,2006,23,3,18,5,135,320,4,0,508
TAMIL NADU,KARUR,2006,19,5,14,14,59,231,0,0,342
TAMIL NADU,KRISHNAGIRI,2006,47,14,29,17,75,409,7,0,598
TAMIL NADU,MADURAI RURAL,2006,36,28,60,24,99,319,2,0,568
TAMIL NADU,MADURAI URBAN,2006,23,9,19,7,62,439,4,0,563
TAMIL NADU,NAGAPATTINAM,2006,30,9,18,6,52,240,6,0,361
TAMIL NADU,NAMAKKAL,2006,28,6,18,7,35,199,0,0,293
TAMIL NADU,NILGIRIS,2006,17,5,2,4,79,120,1,0,228
TAMIL NADU,PERAMBALUR,2006,32,15,16,7,46,172,3,0,291
TAMIL NADU,PUDUKOTTAI,2006,25,8,32,7,64,263,5,0,404
TAMIL NADU,RAMNATHAPURAM,2006,29,12,24,6,49,195,7,0,322
TAMIL NADU,SALEM RURAL,2006,50,21,45,17,46,160,7,0,346
TAMIL NADU,SALEM URBAN,2006,15,7,13,6,43,291,6,0,381
TAMIL NADU,SIVAGANGAI,2006,19,5,23,8,58,170,2,0,285
TAMIL NADU,THANJAVUR,2006,40,8,55,16,130,555,6,0,810
TAMIL NADU,THENI,2006,24,5,30,6,68,229,3,0,365
TAMIL NADU,THIRUNELVELI RURAL,2006,58,42,31,26,121,371,7,0,656
TAMIL NADU,THIRUNELVELI URBAN,2006,18,4,5,5,49,134,1,0,216
TAMIL NADU,THIRUVALLUR,2006,23,10,13,6,74,188,2,0,316
TAMIL NADU,THIRUVANNAMALAI,2006,36,10,16,2,59,175,1,0,299
TAMIL NADU,THIRUVARUR,2006,16,7,17,10,46,222,5,0,323
TAMIL NADU,THOOTHUGUDI,2006,57,13,13,10,117,418,2,0,630
TAMIL NADU,TRICHY RLY.,2006,0,1,0,1,1,23,0,0,26
TAMIL NADU,TRICHY RURAL,2006,48,12,46,7,67,235,6,0,421
TAMIL NADU,TRICHY URBAN,2006,17,3,21,17,54,427,6,0,545
TAMIL NADU,VELLORE,2006,80,27,47,20,173,462,7,0,816
TAMIL NADU,VILLUPURAM,2006,66,39,26,5,86,304,6,0,532
TAMIL NADU,VIRUDHUNAGAR,2006,46,7,28,15,82,346,1,0,525
TAMIL NADU,TOTAL,2006,1363,457,906,450,3300,13651,187,0,20314
TRIPURA,DHALAI,2006,21,16,14,3,22,24,2,0,102
TRIPURA,NORTH,2006,34,45,26,24,39,96,3,0,267
TRIPURA,SOUTH,2006,25,51,19,13,47,121,9,0,285
TRIPURA,WEST,2006,74,77,46,31,74,151,21,0,474
TRIPURA,TOTAL,2006,154,189,105,71,182,392,35,0,1128
UTTAR PRADESH,AGRA,2006,123,26,175,76,250,1524,63,0,2237
UTTAR PRADESH,ALIGARH,2006,177,49,122,66,110,772,50,0,1346
UTTAR PRADESH,ALLAHABAD,2006,132,22,75,40,187,523,46,0,1025
UTTAR PRADESH,AMBEDKAR NAGAR,2006,24,10,48,19,52,105,15,0,273
UTTAR PRADESH,AURAIYA,2006,56,10,42,29,29,76,22,0,264
UTTAR PRADESH,AZAMGARH,2006,64,13,21,57,71,164,29,0,419
UTTAR PRADESH,BADAUN,2006,169,29,64,15,41,161,33,0,512
UTTAR PRADESH,BAGHPAT,2006,95,12,43,30,43,154,12,0,389
UTTAR PRADESH,BAHRAICH,2006,56,21,44,11,51,134,24,0,341
UTTAR PRADESH,BALLIA,2006,35,10,11,8,53,99,11,0,227
UTTAR PRADESH,BALRAMPUR,2006,14,8,15,6,16,46,9,0,114
UTTAR PRADESH,BANDA,2006,50,15,14,11,46,90,17,0,243
UTTAR PRADESH,BARABANKI,2006,79,21,52,24,56,174,25,0,431
UTTAR PRADESH,BAREILLY,2006,180,45,93,50,118,444,31,0,961
UTTAR PRADESH,BASTI,2006,30,10,15,9,32,92,12,0,200
UTTAR PRADESH,BIJNOR,2006,86,25,51,22,31,197,18,0,430
UTTAR PRADESH,BULANDSHAHAR,2006,177,27,69,28,49,298,33,0,681
UTTAR PRADESH,CHANDOLI,2006,27,3,15,5,18,45,12,0,125
UTTAR PRADESH,CHITRAKOOT DHAM,2006,36,13,7,3,25,42,9,0,135
UTTAR PRADESH,DEORIA,2006,32,5,19,14,54,95,23,0,242
UTTAR PRADESH,ETAH,2006,138,28,64,20,44,229,46,0,569
UTTAR PRADESH,ETAWAH,2006,80,10,66,35,29,92,30,0,342
UTTAR PRADESH,FAIZABAD,2006,45,14,34,30,79,185,12,0,399
UTTAR PRADESH,FATEHGARH,2006,85,9,38,17,32,99,37,0,317
UTTAR PRADESH,FATEHPUR,2006,87,9,22,11,46,79,27,0,281
UTTAR PRADESH,FIROZABAD,2006,127,16,92,90,65,359,35,0,784
UTTAR PRADESH,G.R.P.,2006,18,1,7,22,0,761,0,0,809
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,87,26,52,37,115,946,13,0,1276
UTTAR PRADESH,GHAZIABAD,2006,146,29,109,44,114,1109,41,0,1592
UTTAR PRADESH,GHAZIPUR,2006,44,8,14,18,33,103,22,0,242
UTTAR PRADESH,GONDA,2006,55,22,44,30,77,167,28,0,423
UTTAR PRADESH,GORAKHPUR,2006,89,23,44,36,98,318,16,0,624
UTTAR PRADESH,HAMIRPUR,2006,36,8,6,3,16,33,12,0,114
UTTAR PRADESH,HARDOI,2006,87,30,42,17,38,150,35,0,399
UTTAR PRADESH,HATHRAS,2006,71,23,45,37,51,220,22,0,469
UTTAR PRADESH,J.P.NAGAR,2006,72,21,28,20,34,131,14,0,320
UTTAR PRADESH,JALAUN,2006,48,4,29,6,32,81,36,0,236
UTTAR PRADESH,JAUNPUR,2006,62,18,25,29,42,161,46,0,383
UTTAR PRADESH,JHANSI,2006,47,8,12,6,29,128,21,0,251
UTTAR PRADESH,KANNAUJ,2006,45,6,41,10,17,97,19,0,235
UTTAR PRADESH,KANPUR DEHAT,2006,50,16,31,17,34,112,50,0,310
UTTAR PRADESH,KANPUR NAGAR,2006,144,27,117,63,172,837,67,0,1427
UTTAR PRADESH,KAUSHAMBI,2006,50,15,19,10,37,44,17,0,192
UTTAR PRADESH,KHIRI,2006,105,39,68,26,55,169,60,0,522
UTTAR PRADESH,KUSHI NAGAR,2006,20,9,20,6,54,107,24,0,240
UTTAR PRADESH,LALITPUR,2006,19,7,12,5,22,43,9,0,117
UTTAR PRADESH,LUCKNOW,2006,167,51,205,241,462,2296,39,0,3461
UTTAR PRADESH,MAHARAJGANJ,2006,25,21,22,9,26,52,12,0,167
UTTAR PRADESH,MAHOBA,2006,44,3,9,9,15,33,9,0,122
UTTAR PRADESH,MAINPURI,2006,110,16,42,27,37,170,35,0,437
UTTAR PRADESH,MATHURA,2006,104,30,57,49,105,596,25,0,966
UTTAR PRADESH,MAU,2006,33,7,24,12,67,112,10,0,265
UTTAR PRADESH,MEERUT,2006,185,37,108,86,149,1003,21,0,1589
UTTAR PRADESH,MIRZAPUR,2006,51,14,18,12,39,101,22,0,257
UTTAR PRADESH,MORADABAD,2006,151,44,94,37,103,557,23,0,1009
UTTAR PRADESH,MUZAFFARNAGAR,2006,230,31,120,86,84,628,39,0,1218
UTTAR PRADESH,PILIBHIT,2006,47,13,27,8,12,65,16,0,188
UTTAR PRADESH,PRATAPGARH,2006,64,30,61,26,119,176,30,0,506
UTTAR PRADESH,RAIBAREILLY,2006,53,21,40,13,54,188,23,0,392
UTTAR PRADESH,RAMPUR,2006,57,11,43,22,37,242,13,0,425
UTTAR PRADESH,SAHARANPUR,2006,78,15,41,36,73,410,16,0,669
UTTAR PRADESH,SANT KABIRNAGAR,2006,19,4,18,11,22,46,7,0,127
UTTAR PRADESH,SHAHJAHANPUR,2006,115,21,57,20,33,141,34,0,421
UTTAR PRADESH,SHRAWASTI,2006,11,6,21,3,21,33,16,0,111
UTTAR PRADESH,SIDHARTHNAGAR,2006,17,4,28,10,43,86,15,0,203
UTTAR PRADESH,SITAPUR,2006,124,47,78,33,82,387,58,0,809
UTTAR PRADESH,SONBHADRA,2006,31,8,4,5,25,41,10,0,124
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,19,2,5,10,24,47,9,0,116
UTTAR PRADESH,SULTANPUR,2006,77,25,31,32,81,169,23,0,438
UTTAR PRADESH,UNNAO,2006,96,37,44,19,44,159,37,0,436
UTTAR PRADESH,VARANASI,2006,73,16,45,40,123,714,23,0,1034
UTTAR PRADESH,TOTAL,2006,5480,1314,3318,2024,4577,20447,1798,0,38958
UTTARAKHAND,ALMORA,2006,15,11,5,11,13,36,5,0,96
UTTARAKHAND,BAGESHWAR,2006,11,4,4,7,9,14,4,0,53
UTTARAKHAND,CHAMOLI,2006,5,7,4,3,20,13,5,0,57
UTTARAKHAND,CHAMPAWAT,2006,5,3,1,3,4,15,0,0,31
UTTARAKHAND,DEHRADUN,2006,40,23,43,26,123,373,9,0,637
UTTARAKHAND,HARIDWAR,2006,54,32,64,54,78,707,11,0,1000
UTTARAKHAND,NAINITAL,2006,25,9,17,8,38,155,7,0,259
UTTARAKHAND,PAURI GARHWAL,2006,16,4,8,3,55,42,8,0,136
UTTARAKHAND,PITHORAGARH,2006,10,8,3,7,15,25,3,0,71
UTTARAKHAND,RUDRA PRAYAG,2006,4,3,2,4,16,12,8,0,49
UTTARAKHAND,TEHRI GARHWAL,2006,11,9,9,2,13,22,6,0,72
UTTARAKHAND,UDHAMSINGH NAGAR,2006,74,23,46,26,71,261,11,0,512
UTTARAKHAND,UTTARKASHI,2006,4,11,6,3,15,21,3,0,63
UTTARAKHAND,TOTAL,2006,274,147,212,157,470,1696,80,0,3036
WEST BENGAL,24 PARGANAS NORTH,2006,154,174,186,29,37,1440,74,0,2094
WEST BENGAL,24 PARGANAS SOUTH,2006,138,190,155,17,165,1019,68,0,1752
WEST BENGAL,ASANSOL,2006,42,19,16,17,9,154,13,0,270
WEST BENGAL,BANKURA,2006,55,51,26,16,6,205,24,0,383
WEST BENGAL,BIRBHUM,2006,72,57,39,32,21,264,18,0,503
WEST BENGAL,BURDWAN,2006,90,64,41,43,38,568,27,0,871
WEST BENGAL,COOCHBEHAR,2006,31,124,48,6,10,135,5,0,359
WEST BENGAL,DAKSHIN DINAJPUR,2006,26,32,49,4,10,95,11,0,227
WEST BENGAL,DARJEELING,2006,52,30,43,5,15,448,1,0,594
WEST BENGAL,HOOGHLY,2006,81,43,28,25,35,511,8,0,731
WEST BENGAL,HOWRAH,2006,53,60,66,8,13,639,26,0,865
WEST BENGAL,HOWRAH G.R.P.,2006,9,0,3,4,1,696,2,0,715
WEST BENGAL,JALPAIGURI,2006,86,118,56,18,25,497,6,0,806
WEST BENGAL,KHARAGPUR G.R.P.,2006,2,0,0,4,0,88,1,0,95
WEST BENGAL,KOLKATA,2006,25,38,94,51,115,2566,4,1,2894
WEST BENGAL,MALDA,2006,63,74,48,26,34,399,5,0,649
WEST BENGAL,MURSHIDABAD,2006,95,224,118,22,6,702,30,0,1197
WEST BENGAL,NADIA,2006,101,158,152,16,16,846,43,0,1332
WEST BENGAL,PASCHIM MIDNAPUR,2006,99,79,50,30,24,327,25,0,634
WEST BENGAL,PURAB MIDNAPUR,2006,61,71,59,10,12,262,27,0,502
WEST BENGAL,PURULIA,2006,41,48,13,20,4,141,20,0,287
WEST BENGAL,SEALDAH G.R.P.,2006,12,1,5,8,0,174,2,0,202
WEST BENGAL,SILIGURI G.R.P.,2006,3,0,4,0,0,63,0,0,70
WEST BENGAL,UTTAR DINAJPUR,2006,34,76,56,15,5,293,5,0,484
WEST BENGAL,TOTAL,2006,1425,1731,1355,426,601,12532,445,1,18516
A & N ISLANDS,ANDAMAN,2006,3,6,5,5,81,100,0,0,200
A & N ISLANDS,NICOBAR,2006,1,0,0,0,1,1,0,0,3
A & N ISLANDS,TOTAL,2006,4,6,5,5,82,101,0,0,203
CHANDIGARH,CHANDIGARH,2006,12,19,65,34,189,1234,10,0,1563
CHANDIGARH,TOTAL,2006,12,19,65,34,189,1234,10,0,1563
D & N HAVELI,D and N HAVELI,2006,9,6,18,5,41,61,1,0,141
D & N HAVELI,TOTAL,2006,9,6,18,5,41,61,1,0,141
DAMAN & DIU,DAMAN,2006,6,1,3,1,54,54,0,0,119
DAMAN & DIU,DIU,2006,0,2,0,0,6,9,0,0,17
DAMAN & DIU,TOTAL,2006,6,3,3,1,60,63,0,0,136
DELHI UT,CENTRAL,2006,22,17,73,22,63,1036,3,0,1236
DELHI UT,DELHI UT TOTAL,2006,476,623,1442,541,1950,17498,137,0,22667
DELHI UT,EAST,2006,39,61,118,66,168,2096,9,0,2557
DELHI UT,GRP(RLY),2006,5,1,11,3,1,945,1,0,967
DELHI UT,IGI AIRPORT,2006,2,0,8,8,2,160,0,0,180
DELHI UT,NEW DELHI,2006,7,6,26,20,42,754,0,0,855
DELHI UT,NORTH,2006,28,22,41,29,78,701,8,0,907
DELHI UT,NORTH-EAST,2006,61,93,197,82,173,1246,28,0,1880
DELHI UT,NORTH-WEST,2006,128,169,437,105,456,2690,28,0,4013
DELHI UT,SOUTH,2006,66,87,215,117,350,3820,19,0,4674
DELHI UT,SOUTH-WEST,2006,52,79,161,48,345,1739,24,0,2448
DELHI UT,STF,2006,0,0,0,2,0,1,0,0,3
DELHI UT,WEST,2006,66,88,155,39,272,2310,17,0,2947
LAKSHADWEEP,LAKSHADWEEP,2006,0,0,0,0,2,17,0,0,19
LAKSHADWEEP,TOTAL,2006,0,0,0,0,2,17,0,0,19
PUDUCHERRY,KARAIKAL,2006,2,1,5,1,18,94,1,0,122
PUDUCHERRY,PONDICHERRY,2006,28,8,13,2,66,466,2,0,585
PUDUCHERRY,TOTAL,2006,30,9,18,3,84,560,3,0,707
ANDHRA PRADESH,ADILABAD,2007,112,46,83,9,211,481,21,0,963
ANDHRA PRADESH,ANANTAPUR,2007,149,31,87,20,203,603,14,0,1107
ANDHRA PRADESH,CHITTOOR,2007,129,31,102,25,217,1134,25,0,1663
ANDHRA PRADESH,CUDDAPAH,2007,96,32,76,8,163,420,8,0,803
ANDHRA PRADESH,CYBERABAD,2007,186,45,147,90,1165,2928,41,0,4602
ANDHRA PRADESH,EAST GODAVARI,2007,99,30,84,19,428,1361,19,0,2040
ANDHRA PRADESH,GUNTAKAL RLY.,2007,3,0,2,2,0,119,0,0,126
ANDHRA PRADESH,GUNTUR,2007,157,43,93,19,251,1128,28,0,1719
ANDHRA PRADESH,HYDERABAD CITY,2007,121,58,148,96,993,4542,41,0,5999
ANDHRA PRADESH,KARIMNAGAR,2007,123,73,152,16,301,803,61,0,1529
ANDHRA PRADESH,KHAMMAM,2007,125,81,104,27,242,562,28,0,1169
ANDHRA PRADESH,KRISHNA,2007,64,27,57,10,164,521,13,0,856
ANDHRA PRADESH,KURNOOL,2007,124,36,85,11,247,406,7,0,916
ANDHRA PRADESH,MAHABOOBNAGAR,2007,173,87,86,34,261,759,27,0,1427
ANDHRA PRADESH,MEDAK,2007,128,51,65,25,268,602,49,0,1188
ANDHRA PRADESH,NALGONDA,2007,135,69,87,45,240,468,36,0,1080
ANDHRA PRADESH,NELLORE,2007,68,44,67,11,239,718,14,0,1161
ANDHRA PRADESH,NIZAMABAD,2007,151,23,60,17,287,490,25,0,1053
ANDHRA PRADESH,PRAKASHAM,2007,78,40,74,20,207,511,7,0,937
ANDHRA PRADESH,RANGA REDDY,2007,72,21,27,2,110,150,25,0,407
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,12,0,0,6,0,339,0,0,357
ANDHRA PRADESH,SRIKAKULAM,2007,31,30,19,8,142,206,12,0,448
ANDHRA PRADESH,VIJAYAWADA CITY,2007,33,17,64,31,225,1377,10,0,1757
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,3,0,0,4,0,293,0,0,300
ANDHRA PRADESH,VISAKHA RURAL,2007,70,12,11,7,90,111,7,0,308
ANDHRA PRADESH,VISAKHAPATNAM,2007,21,24,39,24,370,1215,14,0,1707
ANDHRA PRADESH,VIZIANAGARAM,2007,34,10,23,5,97,253,3,0,425
ANDHRA PRADESH,WARANGAL,2007,106,57,138,15,277,697,56,0,1346
ANDHRA PRADESH,WEST GODAVARI,2007,62,52,117,8,279,1194,22,0,1734
ANDHRA PRADESH,TOTAL,2007,2665,1070,2097,614,7677,24391,613,0,39127
ARUNACHAL PRADESH,CHANGLANG,2007,5,7,2,6,16,35,0,0,71
ARUNACHAL PRADESH,DIBANG VALLEY,2007,7,2,4,2,7,31,0,0,53
ARUNACHAL PRADESH,K/KUMEY,2007,2,1,4,1,11,19,0,0,38
ARUNACHAL PRADESH,KAMENG EAST,2007,6,1,4,2,14,29,0,0,56
ARUNACHAL PRADESH,KAMENG WEST,2007,2,1,1,6,4,26,0,0,40
ARUNACHAL PRADESH,LOHIT,2007,17,5,12,5,19,42,0,0,100
ARUNACHAL PRADESH,PAPUM PARE,2007,4,8,20,23,56,138,0,0,249
ARUNACHAL PRADESH,SIANG EAST,2007,5,8,4,15,28,63,0,0,123
ARUNACHAL PRADESH,SIANG UPPER,2007,2,5,0,1,8,23,0,0,39
ARUNACHAL PRADESH,SIANG WEST,2007,6,3,6,8,30,35,0,0,88
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,0,3,4,3,12,24,0,0,46
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,1,3,4,0,10,22,0,0,40
ARUNACHAL PRADESH,TAWANG,2007,3,1,0,1,9,10,0,0,24
ARUNACHAL PRADESH,TIRAP,2007,7,0,3,1,16,16,0,0,43
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,1,0,0,1,0,0,0,0,2
ARUNACHAL PRADESH,TOTAL,2007,68,48,68,75,240,513,0,0,1012
ASSAM,BARPETA,2007,40,83,87,19,151,211,10,0,601
ASSAM,BASKA,2007,29,7,19,5,20,26,2,0,108
ASSAM,BONGAIGAON,2007,15,40,45,5,72,107,5,0,289
ASSAM,C.I.D.,2007,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2007,61,58,117,13,173,505,4,0,931
ASSAM,CHIRANG,2007,12,10,20,9,11,32,0,0,94
ASSAM,DARRANG,2007,23,61,45,15,69,135,3,0,351
ASSAM,DHEMAJI,2007,20,70,42,6,28,150,0,0,316
ASSAM,DHUBRI,2007,44,148,138,17,102,198,12,0,659
ASSAM,DIBRUGARH,2007,112,55,93,23,87,436,0,0,806
ASSAM,G.R.P.,2007,2,3,3,6,0,73,0,0,87
ASSAM,GOALPARA,2007,31,51,51,13,65,174,4,0,389
ASSAM,GOLAGHAT,2007,80,64,78,29,95,281,0,0,627
ASSAM,GUWAHATI CITY,2007,68,71,284,81,458,1941,6,0,2909
ASSAM,HAILAKANDI,2007,27,26,42,1,48,71,3,0,218
ASSAM,JORHAT,2007,46,45,70,16,92,299,3,0,571
ASSAM,KAMRUP,2007,47,74,63,26,96,393,0,0,699
ASSAM,KARBI ANGLONG,2007,73,16,43,10,12,161,3,0,318
ASSAM,KARIMGANJ,2007,29,49,40,13,71,182,13,0,397
ASSAM,KOKRAJHAR,2007,41,42,47,13,58,176,1,0,378
ASSAM,LAKHIMPUR,2007,41,62,84,8,102,166,0,0,463
ASSAM,MORIGAON,2007,21,65,57,3,73,123,3,0,345
ASSAM,N.C.HILLS,2007,34,5,12,10,11,44,2,0,118
ASSAM,NAGAON,2007,92,114,208,58,236,394,11,0,1113
ASSAM,NALBARI,2007,21,12,32,11,61,90,3,0,230
ASSAM,R.P.O.,2007,5,1,0,0,0,7,0,0,13
ASSAM,SIBSAGAR,2007,78,53,54,28,119,295,0,0,627
ASSAM,SONITPUR,2007,102,70,80,23,128,460,8,0,871
ASSAM,TINSUKIA,2007,143,57,91,21,102,533,0,0,947
ASSAM,UDALGURI,2007,37,25,26,14,63,91,4,0,260
ASSAM,TOTAL,2007,1374,1437,1971,496,2603,7754,100,0,15735
BIHAR,ARARIA,2007,48,47,27,51,67,228,11,0,479
BIHAR,ARWAL,2007,19,8,4,4,18,53,12,0,118
BIHAR,AURANGABAD,2007,68,30,35,27,82,289,36,0,567
BIHAR,BAGAHA,2007,37,38,58,9,20,170,6,0,338
BIHAR,BANKA,2007,56,74,34,28,84,111,24,0,411
BIHAR,BEGUSARAI,2007,100,25,85,73,55,329,43,0,710
BIHAR,BETTIAH,2007,61,23,17,15,40,208,21,0,385
BIHAR,BHABHUA,2007,50,12,25,19,61,192,24,0,383
BIHAR,BHAGALPUR,2007,92,25,76,31,114,425,21,0,784
BIHAR,BHOJPUR,2007,112,41,57,47,112,333,42,0,744
BIHAR,BUXAR,2007,36,13,32,29,51,166,23,0,350
BIHAR,DARBHANGA,2007,72,47,91,19,63,318,39,0,649
BIHAR,GAYA,2007,157,28,59,90,118,439,74,0,965
BIHAR,GOPALGANJ,2007,48,9,21,32,59,203,22,0,394
BIHAR,JAMALPUR RLY.,2007,6,1,2,10,0,59,0,0,78
BIHAR,JAMUI,2007,51,46,31,26,44,104,8,0,310
BIHAR,JEHANABAD,2007,40,7,27,16,26,85,19,0,220
BIHAR,KATIHAR,2007,71,149,135,26,55,165,14,0,615
BIHAR,KATIHAR RLY.,2007,6,2,7,10,10,238,0,0,273
BIHAR,KHAGARIA,2007,48,21,44,26,16,86,14,0,255
BIHAR,KISHANGANJ,2007,23,53,65,11,38,108,8,0,306
BIHAR,LAKHISARAI,2007,32,31,36,22,31,104,10,0,266
BIHAR,MADHEPURA,2007,65,32,36,34,29,120,7,4,327
BIHAR,MADHUBANI,2007,76,47,71,16,71,228,27,0,536
BIHAR,MOTIHARI,2007,111,25,104,41,128,444,61,0,914
BIHAR,MUNGER,2007,76,25,52,37,40,237,10,0,477
BIHAR,MUZAFFARPUR,2007,143,77,169,74,197,875,93,0,1628
BIHAR,MUZAFFARPUR RLY.,2007,12,2,4,15,10,331,1,0,375
BIHAR,NALANDA,2007,102,14,105,41,72,406,57,0,797
BIHAR,NAUGACHIA,2007,30,7,14,11,23,58,9,0,152
BIHAR,NAWADAH,2007,75,38,29,18,51,113,15,0,339
BIHAR,PATNA,2007,317,74,313,380,644,1606,80,0,3414
BIHAR,PATNA RLY.,2007,15,2,8,10,0,536,2,0,573
BIHAR,PURNEA,2007,101,219,143,54,101,220,17,4,859
BIHAR,ROHTAS,2007,89,23,29,36,106,287,58,0,628
BIHAR,SAHARSA,2007,50,17,35,57,39,128,14,0,340
BIHAR,SAMASTIPUR,2007,78,54,98,42,86,320,55,25,758
BIHAR,SARAN,2007,112,57,41,93,110,410,47,0,870
BIHAR,SHEIKHPURA,2007,25,4,11,9,11,69,3,0,132
BIHAR,SHEOHAR,2007,25,13,8,2,8,35,1,1,93
BIHAR,SITAMARHI,2007,55,12,52,36,90,235,30,22,532
BIHAR,SIWAN,2007,80,17,75,70,75,202,32,0,551
BIHAR,SUPAUL,2007,44,43,34,39,47,168,14,0,389
BIHAR,VAISHALI,2007,120,23,131,51,157,354,68,0,904
BIHAR,TOTAL,2007,3034,1555,2530,1787,3259,11795,1172,56,25188
CHHATTISGARH,BALRAMPUR,2007,34,46,2,6,33,25,1,0,147
CHHATTISGARH,BILASPUR,2007,93,61,22,62,527,784,26,0,1575
CHHATTISGARH,BIZAPUR,2007,113,4,9,1,9,9,0,0,145
CHHATTISGARH,DANTEWARA,2007,87,8,6,1,52,66,0,0,220
CHHATTISGARH,DHAMTARI,2007,14,26,8,6,138,157,1,0,350
CHHATTISGARH,DURG,2007,76,119,35,51,456,808,14,0,1559
CHHATTISGARH,GRP RAIPUR,2007,1,1,1,3,5,186,1,0,198
CHHATTISGARH,JAGDALPUR,2007,70,60,14,13,85,122,2,0,366
CHHATTISGARH,JANJGIR,2007,56,54,7,28,251,256,13,0,665
CHHATTISGARH,JASHPUR,2007,57,61,22,32,82,82,1,0,337
CHHATTISGARH,KABIRDHAM,2007,17,29,3,3,81,97,3,0,233
CHHATTISGARH,KANKER,2007,38,22,6,16,81,85,1,0,249
CHHATTISGARH,KORBA,2007,47,31,5,15,152,290,1,0,541
CHHATTISGARH,KORIYA,2007,42,66,8,16,191,172,0,0,495
CHHATTISGARH,MAHASAMUND,2007,16,25,4,10,122,212,2,0,391
CHHATTISGARH,NARAYANPUR,2007,25,3,3,2,9,4,0,0,46
CHHATTISGARH,RAIGARH,2007,62,55,7,23,222,329,7,0,705
CHHATTISGARH,RAIPUR,2007,110,120,53,61,714,1172,15,0,2245
CHHATTISGARH,RAJNANDGAON,2007,44,54,16,18,219,247,8,0,606
CHHATTISGARH,SARGUJA,2007,54,72,9,33,96,170,1,0,435
CHHATTISGARH,SURAJPUR,2007,41,65,4,27,107,108,3,0,355
CHHATTISGARH,TOTAL,2007,1097,982,244,427,3632,5381,100,0,11863
GOA,NORTH GOA,2007,15,5,3,9,180,275,2,0,489
GOA,SOUTH GOA,2007,18,15,9,13,112,219,0,0,386
GOA,TOTAL,2007,33,20,12,22,292,494,2,0,875
GUJARAT,AHMEDABAD COMMR.,2007,100,37,213,417,677,4302,4,0,5750
GUJARAT,AHMEDABAD RURAL,2007,30,6,48,38,133,434,0,0,689
GUJARAT,AHWA-DANG,2007,8,5,0,2,6,11,0,0,32
GUJARAT,AMRELI,2007,30,7,49,11,98,172,0,0,367
GUJARAT,ANAND,2007,26,10,59,21,161,589,0,0,866
GUJARAT,BHARUCH,2007,38,8,15,11,112,277,0,0,461
GUJARAT,BHAVNAGAR,2007,43,18,104,76,338,879,1,0,1459
GUJARAT,DAHOD,2007,40,8,35,56,53,176,0,0,368
GUJARAT,GANDHINAGAR,2007,19,12,24,21,129,434,1,0,640
GUJARAT,HIMATNAGAR,2007,46,5,35,9,132,234,0,0,461
GUJARAT,JAMNAGAR,2007,41,11,22,23,182,404,0,0,683
GUJARAT,JUNAGADH,2007,46,13,56,43,175,545,1,0,879
GUJARAT,KHEDA NORTH,2007,43,10,35,8,138,393,0,0,627
GUJARAT,KUTCH,2007,49,10,36,34,316,578,2,0,1025
GUJARAT,MEHSANA,2007,31,6,50,27,245,699,2,0,1060
GUJARAT,NARMADA,2007,15,6,4,1,11,31,0,0,68
GUJARAT,NAVSARI,2007,26,2,14,6,45,100,0,0,193
GUJARAT,PALANPUR,2007,45,19,55,31,186,456,2,0,794
GUJARAT,PANCHMAHAL,2007,55,16,44,20,98,216,0,0,449
GUJARAT,PATAN,2007,18,6,43,16,107,434,0,0,624
GUJARAT,PORBANDAR,2007,6,1,8,4,32,64,0,0,115
GUJARAT,RAJKOT COMMR.,2007,37,4,46,32,203,846,3,0,1171
GUJARAT,RAJKOT RURAL,2007,32,25,58,32,164,376,4,0,691
GUJARAT,SURAT COMMR.,2007,108,24,117,42,447,2423,21,0,3182
GUJARAT,SURAT RURAL,2007,57,4,18,11,68,182,1,0,341
GUJARAT,SURENDRANAGAR,2007,22,17,29,19,89,270,0,0,446
GUJARAT,VADODARA COMMR.,2007,24,8,47,25,359,1403,0,0,1866
GUJARAT,VADODARA RURAL,2007,76,10,39,13,46,192,0,0,376
GUJARAT,VALSAD,2007,39,8,5,11,99,233,0,0,395
GUJARAT,W.RLY,2007,16,0,4,35,21,811,0,0,887
GUJARAT,TOTAL,2007,1166,316,1312,1095,4870,18164,42,0,26965
HARYANA,AMBALA,2007,39,23,15,11,253,366,16,0,723
HARYANA,BHIWANI,2007,62,17,32,26,231,391,17,0,776
HARYANA,FARIDABAD,2007,65,37,154,32,329,1268,19,0,1904
HARYANA,FATEHABAD,2007,25,7,25,7,107,256,2,0,429
HARYANA,GRP,2007,19,2,7,18,1,427,5,0,479
